episode_id,failure_mode,service,elapsed_s,timestamp,p50_latency_ms,p99_latency_ms,heap_mb,gc_pause_ms,error_rate,cache_miss_rate,db_p99_ms,cpu_pct,queue_lag,retry_rate,rps
ep_00082_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,228,1700457511,83.7,91.6,508.9,3.92,0.1261,0.9524,76.4,43.2,6,0.001,205.19
ep_00082_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,230,1700457513,83.5,94.3,508.9,8.83,0.13,0.9171,78.6,60.0,6,0.0088,167.56
ep_00082_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,232,1700457515,86.9,94.4,508.0,4.05,0.35,0.8782,78.7,51.1,14,0.0161,200.64
ep_00082_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,234,1700457517,92.0,110.4,539.6,2.0,0.2131,0.9099,92.0,48.9,7,0.0221,194.19
ep_00082_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,236,1700457519,88.5,100.7,493.6,9.75,0.1,0.9759,83.9,39.5,8,0.0273,188.94
ep_00082_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,238,1700457521,98.5,98.7,541.8,2.0,0.2002,0.8966,82.2,53.9,0,0.0322,196.23
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,0,1700018152,82.2,80.1,519.7,21.42,0.1,0.8871,66.8,45.6,1,0.0072,185.35
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,2,1700018154,95.9,107.1,526.6,16.26,0.1,0.9414,89.3,47.6,10,0.0142,195.93
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,4,1700018156,81.9,77.1,503.9,3.16,0.1473,0.9234,64.3,48.2,9,0.0387,188.09
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,6,1700018158,87.4,72.1,478.9,25.47,0.2623,0.9085,60.1,51.6,8,0.003,215.79
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,8,1700018160,93.9,93.7,503.5,20.45,0.35,0.99,78.0,53.0,10,0.0041,178.48
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,10,1700018162,88.4,90.4,516.4,7.66,0.2429,0.9202,75.4,65.2,6,0.0278,160.29
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,12,1700018164,88.9,115.9,526.5,8.19,0.2478,0.9724,96.6,52.3,0,0.0107,244.47
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,14,1700018166,78.6,81.9,534.3,2.18,0.1,0.8693,68.3,56.3,0,0.0028,185.34
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,16,1700018168,95.5,110.4,486.8,3.68,0.3083,0.9698,92.0,59.0,1,0.0228,194.76
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,18,1700018170,83.0,84.8,515.6,3.28,0.1,0.9623,70.7,60.8,5,0.0127,178.98
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,20,1700018172,87.0,115.7,540.6,2.67,0.1,0.9311,96.4,55.0,11,0.024,220.05
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,22,1700018174,98.6,62.4,541.3,2.31,0.2425,0.8531,52.0,52.9,14,0.0191,209.35
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,24,1700018176,86.6,93.9,510.8,29.11,0.2802,0.9375,78.2,53.0,6,0.0061,184.94
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,26,1700018178,87.0,74.6,480.5,3.69,0.2412,0.9398,62.2,48.8,0,0.0144,215.63
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,28,1700018180,95.3,67.4,518.8,2.71,0.1,0.85,56.2,52.4,10,0.0212,210.22
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,30,1700018182,91.1,74.5,521.2,40.0,0.2137,0.85,62.1,40.2,6,0.0441,204.78
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,32,1700018184,82.7,113.9,529.1,2.42,0.2039,0.949,94.9,56.6,1,0.0367,167.93
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,34,1700018186,84.8,88.5,521.7,21.87,0.2793,0.8673,73.8,60.8,13,0.0308,207.76
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,36,1700018188,68.9,86.6,489.4,9.87,0.2512,0.85,72.2,56.4,7,0.0166,214.25
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,38,1700018190,91.0,97.0,510.5,20.24,0.1877,0.9201,80.8,53.3,14,0.003,202.93
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,40,1700018192,107.7,65.5,502.5,2.48,0.1627,0.8894,54.6,50.7,3,0.0097,174.46
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,42,1700018194,89.6,99.4,476.7,3.57,0.35,0.9533,82.8,62.3,0,0.0473,169.64
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,44,1700018196,83.8,106.3,525.1,10.0,0.1127,0.9566,88.6,45.8,8,0.0059,178.91
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,46,1700018198,90.5,79.8,499.2,2.0,0.1103,0.9163,66.5,41.1,11,0.0008,189.44
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,48,1700018200,80.9,119.1,540.9,22.09,0.1155,0.9345,99.2,42.7,6,0.05,204.22
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,50,1700018202,93.4,85.6,522.6,27.25,0.2575,0.9229,71.3,50.5,11,0.0048,209.79
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,52,1700018204,90.6,90.2,516.7,6.48,0.1782,0.9523,75.2,38.0,11,0.015,195.94
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,54,1700018206,97.1,103.1,488.9,11.55,0.2432,0.9854,85.9,58.6,1,0.05,236.96
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,56,1700018208,99.6,85.5,491.8,2.56,0.1,0.9361,71.3,56.0,10,0.0069,221.83
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,58,1700018210,77.6,92.4,534.5,8.38,0.1611,0.9344,77.0,49.4,14,0.01,216.96
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,60,1700018212,96.5,80.1,521.9,3.34,0.1,0.8781,66.7,42.1,0,0.0325,176.13
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,62,1700018214,100.6,101.3,516.8,12.28,0.3013,0.9822,84.4,50.3,1,0.05,185.19
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,64,1700018216,101.8,83.0,500.7,2.0,0.3194,0.905,69.2,39.6,6,0.0046,151.36
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,66,1700018218,86.7,89.5,547.8,9.66,0.3316,0.9711,74.6,57.9,7,0.0018,182.4
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,68,1700018220,90.7,115.5,511.4,6.69,0.127,0.9378,96.3,52.2,0,0.0481,165.1
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,70,1700018222,79.9,99.2,537.4,14.59,0.1813,0.9866,82.6,64.7,2,0.0114,151.8
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,72,1700018224,93.9,115.3,525.3,2.73,0.3388,0.99,96.1,53.2,0,0.0118,205.27
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,74,1700018226,86.6,89.7,540.2,5.73,0.2563,0.898,74.7,59.5,2,0.0044,208.28
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,76,1700018228,88.1,80.9,488.6,36.59,0.158,0.8711,67.4,51.6,14,0.0356,177.56
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,78,1700018230,77.2,123.1,494.4,22.93,0.207,0.9773,102.6,56.2,6,0.05,177.0
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,80,1700018232,94.3,81.2,531.3,9.01,0.2577,0.8554,67.6,56.7,0,0.0057,158.64
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,82,1700018234,97.6,101.5,502.3,2.0,0.2867,0.9098,84.6,48.8,13,0.0057,203.91
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,84,1700018236,72.7,97.2,521.4,9.41,0.1987,0.9483,81.0,45.5,11,0.0003,214.28
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,86,1700018238,83.9,64.0,552.7,6.2,0.1,0.8872,53.3,55.8,8,0.0147,227.27
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,88,1700018240,95.7,73.5,545.0,2.71,0.3135,0.8858,61.3,60.6,7,0.0186,184.33
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,90,1700018242,79.0,94.8,526.5,7.25,0.2913,0.9225,79.0,52.6,3,0.0187,199.27
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,92,1700018244,90.1,83.9,515.6,12.11,0.1,0.974,69.9,51.0,2,0.023,220.23
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,94,1700018246,96.0,106.0,519.4,16.64,0.2042,0.9221,88.3,42.2,5,0.016,203.76
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,96,1700018248,83.9,92.6,490.6,24.65,0.3046,0.9354,77.1,59.8,9,0.007,236.02
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,98,1700018250,90.1,115.8,528.0,40.0,0.3452,0.9645,96.5,50.5,5,0.05,185.71
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,100,1700018252,97.7,111.7,524.1,3.46,0.1,0.9412,93.1,53.0,6,0.0026,184.15
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,102,1700018254,72.2,68.4,497.5,10.95,0.1,0.912,57.0,56.6,3,0.0179,173.61
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,104,1700018256,97.3,79.8,504.7,7.75,0.2253,0.9266,66.5,49.4,2,0.0187,212.17
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,106,1700018258,86.8,115.4,482.8,28.36,0.2906,0.9507,96.2,61.5,3,0.0256,195.89
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,108,1700018260,74.9,101.9,480.2,8.53,0.3456,0.9564,84.9,44.9,9,0.0061,215.96
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,110,1700018262,87.5,88.7,503.6,6.64,0.1377,0.9123,73.9,56.3,10,0.0115,196.61
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,112,1700018264,92.6,102.0,514.4,7.87,0.1902,0.9201,85.0,45.6,2,0.0066,183.01
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,114,1700018266,85.6,108.9,514.3,4.62,0.3358,0.9751,90.7,47.7,7,0.0015,206.61
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,116,1700018268,91.4,74.3,499.6,4.07,0.2507,0.8589,61.9,58.9,4,0.0469,210.93
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,118,1700018270,75.7,96.5,532.5,3.63,0.1074,0.9448,80.4,58.7,9,0.0318,197.01
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,120,1700018272,84.3,100.8,549.1,33.39,0.2285,0.9623,84.0,64.7,5,0.008,202.59
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,122,1700018274,95.1,108.3,517.4,2.0,0.2019,0.99,90.3,51.2,8,0.0027,173.49
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,124,1700018276,99.4,103.6,519.3,2.0,0.16,0.8695,86.3,45.9,3,0.0252,194.21
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,126,1700018278,95.3,88.7,503.7,2.46,0.1204,0.9182,74.0,57.1,6,0.0232,188.45
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,128,1700018280,86.1,97.1,497.0,12.44,0.2908,0.946,80.9,52.3,8,0.0491,202.8
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,130,1700018282,97.0,76.5,510.7,11.64,0.1,0.8947,63.7,61.9,7,0.0077,191.13
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,132,1700018284,104.8,90.7,513.7,3.62,0.1204,0.933,75.6,65.2,0,0.0031,218.57
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,134,1700018286,76.3,84.4,485.3,8.28,0.102,0.85,70.3,45.4,12,0.0269,192.94
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,136,1700018288,89.0,68.0,493.3,5.56,0.123,0.8601,56.7,48.4,8,0.0052,190.1
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,138,1700018290,92.9,115.4,495.7,16.74,0.3342,0.9874,96.1,56.4,11,0.0054,218.17
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,140,1700018292,84.9,79.2,519.2,13.21,0.2916,0.9395,66.0,56.1,5,0.0155,210.75
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,142,1700018294,91.5,98.0,499.3,4.0,0.1,0.867,81.7,37.2,12,0.0085,204.92
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,144,1700018296,104.2,93.9,517.8,13.11,0.259,0.9592,78.3,70.4,14,0.0005,195.25
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,146,1700018298,83.9,88.7,530.5,11.4,0.1343,0.9871,73.9,37.7,14,0.0104,181.82
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,148,1700018300,80.1,101.8,506.9,5.58,0.1,0.9412,84.8,52.8,7,0.0316,244.6
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,150,1700018302,90.3,93.9,513.8,3.57,0.1,0.8677,78.3,47.9,1,0.0097,213.88
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,152,1700018304,82.7,87.2,481.6,2.79,0.1796,0.9622,72.7,47.3,2,0.0037,211.27
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,154,1700018306,77.1,74.5,516.2,11.05,0.1,0.85,62.1,57.2,6,0.0146,218.33
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,156,1700018308,84.4,125.7,529.5,4.81,0.169,0.99,104.8,49.2,4,0.0021,195.75
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,158,1700018310,92.8,138.7,514.6,4.8,0.1606,0.9857,115.5,54.9,1,0.05,214.66
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,160,1700018312,93.3,96.0,516.8,21.95,0.2232,0.942,80.0,49.6,12,0.0076,222.05
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,162,1700018314,89.5,96.2,511.5,13.99,0.1725,0.9492,80.2,45.7,12,0.0086,206.02
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,164,1700018316,98.3,88.9,539.6,2.0,0.2045,0.85,74.1,46.2,1,0.0034,211.46
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,166,1700018318,86.4,89.6,531.3,7.52,0.1,0.9245,74.7,48.4,11,0.0022,220.83
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,168,1700018320,73.9,106.7,491.8,3.2,0.1349,0.9448,88.9,48.7,1,0.0298,188.87
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,170,1700018322,82.2,108.5,504.7,17.29,0.1,0.9248,90.4,62.9,8,0.046,154.62
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,172,1700018324,105.0,90.7,527.5,17.79,0.1327,0.9595,75.5,59.1,8,0.0491,214.11
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,174,1700018326,75.1,94.6,524.0,10.23,0.1074,0.9213,78.8,50.2,0,0.0094,170.73
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,176,1700018328,97.8,104.0,505.1,15.52,0.1,0.98,86.7,58.6,2,0.0204,209.9
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,178,1700018330,93.3,114.6,509.7,5.64,0.35,0.9513,95.5,50.6,5,0.02,168.24
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,180,1700018332,88.9,79.0,502.7,11.0,0.1845,0.885,65.8,57.1,10,0.0085,207.16
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,182,1700018334,77.6,91.2,506.2,27.61,0.35,0.937,76.0,60.7,0,0.0195,191.93
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,184,1700018336,88.0,77.7,488.7,17.21,0.2279,0.8872,64.8,52.1,1,0.0237,156.1
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,186,1700018338,87.9,52.2,492.1,2.64,0.2639,0.894,43.5,58.2,5,0.0171,198.65
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,188,1700018340,88.0,71.9,529.4,4.94,0.1903,0.9267,59.9,53.8,10,0.0173,189.76
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,190,1700018342,91.0,116.7,508.3,18.43,0.2591,0.99,97.3,44.5,3,0.05,216.43
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,192,1700018344,91.6,100.8,505.8,10.45,0.1,0.9323,84.0,45.7,3,0.0175,228.35
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,194,1700018346,79.1,89.2,508.4,11.87,0.1,0.9068,74.3,62.3,7,0.0108,246.18
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,196,1700018348,91.2,109.5,542.7,4.41,0.2344,0.99,91.2,53.5,1,0.0009,189.87
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,198,1700018350,109.4,81.7,533.7,7.82,0.1161,0.9465,68.1,50.8,5,0.0029,201.8
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,200,1700018352,94.9,73.8,511.0,19.47,0.1476,0.85,61.5,66.1,2,0.0059,187.12
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,202,1700018354,92.5,69.5,493.2,5.83,0.1,0.85,57.9,47.1,2,0.0124,180.85
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,204,1700018356,105.5,113.8,497.4,15.45,0.2056,0.972,94.9,52.7,10,0.0126,205.58
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,206,1700018358,98.9,119.5,507.3,11.08,0.2591,0.99,99.6,53.4,11,0.002,186.1
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,208,1700018360,88.5,94.2,488.2,2.0,0.2427,0.8804,78.5,41.4,5,0.0031,196.15
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,210,1700018362,84.7,99.4,521.2,10.08,0.1,0.9719,82.8,43.7,9,0.0008,192.18
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,212,1700018364,84.5,103.8,500.0,6.48,0.3042,0.9686,86.5,45.2,3,0.05,205.13
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,214,1700018366,92.3,63.9,487.7,8.76,0.2878,0.85,53.3,54.7,1,0.0338,182.06
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,216,1700018368,102.4,72.9,540.1,20.69,0.35,0.874,60.7,53.9,0,0.0116,203.42
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,218,1700018370,80.9,84.6,541.1,2.0,0.3437,0.9501,70.5,48.9,0,0.0047,198.89
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,220,1700018372,83.8,103.8,482.0,2.0,0.2343,0.969,86.5,55.7,5,0.014,200.86
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,222,1700018374,93.0,76.0,496.8,7.41,0.1526,0.85,63.3,48.1,5,0.0223,179.88
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,224,1700018376,97.7,90.6,521.0,23.5,0.1,0.8926,75.5,52.2,8,0.0256,216.89
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,226,1700018378,89.4,95.0,511.6,6.08,0.2231,0.9121,79.2,58.6,12,0.05,185.48
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,228,1700018380,94.4,92.3,507.3,25.66,0.23,0.9302,82.7,51.7,5,0.0076,213.92
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,230,1700018382,88.6,112.9,497.0,27.5,0.201,0.9735,94.1,46.3,3,0.0099,195.74
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,232,1700018384,98.2,86.1,542.7,2.81,0.2191,0.8893,71.8,56.1,10,0.0011,184.84
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,234,1700018386,91.5,116.3,497.6,5.89,0.35,0.957,96.9,53.4,12,0.05,179.96
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,236,1700018388,87.1,89.1,524.5,23.78,0.2246,0.9415,74.3,52.7,6,0.0144,202.1
ep_00083_CACHE_STAMPEDE,CACHE_STAMPEDE,inventory-service,238,1700018390,88.1,82.6,528.9,3.05,0.1426,0.9111,68.8,56.3,0,0.05,150.59
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,0,1700469862,97.1,100.9,543.6,8.5,0.1725,0.9627,84.1,52.1,3,0.05,230.14
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,2,1700469864,79.0,96.8,519.7,4.32,0.1,0.9114,80.7,44.9,4,0.0064,201.74
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,4,1700469866,91.6,119.1,519.7,5.64,0.1,0.9489,99.3,60.6,9,0.0052,226.58
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,6,1700469868,91.7,76.8,497.1,4.14,0.1,0.85,64.0,56.8,14,0.031,212.84
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,8,1700469870,99.9,94.3,500.1,11.46,0.1747,0.9465,78.6,53.9,8,0.0065,184.14
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,10,1700469872,92.2,112.4,504.6,2.0,0.1,0.99,93.6,56.6,10,0.0092,191.31
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,12,1700469874,89.0,109.0,502.3,6.77,0.2158,0.9519,90.8,45.4,0,0.005,186.63
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,14,1700469876,93.1,105.4,515.9,32.13,0.35,0.99,87.8,51.9,8,0.0109,148.79
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,16,1700469878,90.6,102.1,535.1,8.42,0.2605,0.9431,85.1,56.9,13,0.05,161.86
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,18,1700469880,79.4,91.3,526.7,2.0,0.1054,0.9227,76.1,50.9,11,0.0098,206.91
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,20,1700469882,77.7,101.8,499.6,2.44,0.1727,0.9369,84.9,48.5,0,0.0087,223.56
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,22,1700469884,90.9,83.7,529.0,5.1,0.1,0.913,69.8,46.8,7,0.0089,216.07
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,24,1700469886,83.2,90.1,529.3,5.04,0.247,0.9303,75.1,56.2,14,0.0047,207.63
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,26,1700469888,85.6,94.1,565.4,23.02,0.1,0.9224,78.5,50.3,0,0.0486,181.35
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,28,1700469890,89.8,116.9,531.2,2.0,0.1,0.9734,97.4,62.3,3,0.002,202.05
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,30,1700469892,91.9,88.2,526.8,38.55,0.1013,0.9449,73.5,51.5,0,0.0436,205.17
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,32,1700469894,85.1,85.2,505.7,2.53,0.2136,0.8761,71.0,54.5,9,0.0044,185.13
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,34,1700469896,86.8,110.9,551.1,8.49,0.2403,0.9662,92.5,46.3,8,0.0098,206.31
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,36,1700469898,82.8,95.2,496.9,2.0,0.1896,0.9095,79.3,62.5,1,0.0053,196.3
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,38,1700469900,78.6,77.1,494.3,6.33,0.1606,0.8936,64.2,40.6,14,0.0045,195.52
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,40,1700469902,100.7,100.8,491.0,7.3,0.2437,0.983,84.0,50.3,6,0.019,215.34
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,42,1700469904,80.3,77.0,496.6,8.23,0.1,0.9026,64.1,63.0,6,0.0003,189.44
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,44,1700469906,97.0,75.4,520.1,11.1,0.2445,0.8998,62.9,65.3,14,0.0058,223.47
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,46,1700469908,97.5,58.7,498.8,3.77,0.2204,0.85,48.9,55.7,11,0.0434,188.02
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,48,1700469910,90.9,107.3,503.3,14.79,0.35,0.9254,89.4,51.2,14,0.0198,211.49
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,50,1700469912,94.9,108.8,502.5,5.16,0.1,0.948,90.7,40.9,8,0.0023,235.1
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,52,1700469914,93.6,105.9,488.5,2.61,0.2672,0.9738,88.2,62.0,12,0.0121,180.76
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,54,1700469916,102.4,92.6,495.6,3.82,0.1,0.9421,77.2,58.4,9,0.0484,227.31
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,56,1700469918,101.3,116.1,487.3,5.61,0.2369,0.9468,96.7,51.5,10,0.0087,189.82
ep_00084_CACHE_STAMPEDE,CACHE_STAMPEDE,auth-service,58,1700469920,80.3,83.8,524.8,2.0,0.2081,0.8918,69.9,67.9,1,0.0326,190.27
